did,tsne_x,tsne_y
tensor(22),-6.698409,52.804
tensor(72),-2.0766072,33.711018
tensor(64),-44.697372,7.4491825
tensor(95),-17.448818,-58.93538
tensor(5),4.8523655,-19.388117
tensor(71),47.567707,-21.650057
tensor(95),-9.148801,-68.65211
tensor(11),-39.80976,33.992935
tensor(5),22.765287,-16.977463
tensor(91),1.7201314,-63.63526
tensor(64),-48.19948,11.980799
tensor(95),-17.12839,-59.005398
tensor(97),3.6207204,48.281643
tensor(66),10.795676,19.106834
tensor(87),12.448921,9.03346
tensor(91),8.131602,-59.442635
tensor(87),26.10941,23.014175
tensor(17),-52.86313,-3.0883312
tensor(75),-42.579094,18.37673
tensor(14),29.5356,-50.343933
tensor(64),-45.713257,8.895006
tensor(91),9.664447,-57.458847
tensor(94),36.03917,-10.093094
tensor(86),56.22908,16.23688
tensor(18),-36.049652,-28.497366
tensor(83),2.324466,-21.022518
tensor(14),32.862118,-52.916744
tensor(11),-40.349953,38.088345
tensor(14),27.848837,-49.468143
tensor(90),21.680498,24.980135
tensor(5),25.857752,-8.658399
tensor(71),42.05242,-26.837145
tensor(94),9.875964,-14.308154
tensor(19),23.303238,52.68558
tensor(72),0.26975402,46.956337
tensor(87),30.270094,24.216528
tensor(22),-8.703624,51.741486
tensor(16),0.3262085,-17.286402
tensor(23),-23.31655,3.1817167
tensor(91),15.287211,-51.807556
tensor(7),-18.584175,50.02849
tensor(64),-25.577288,-9.176612
tensor(11),-39.939003,28.440369
tensor(72),0.27381822,46.48595
tensor(1),-3.509922,18.41773
tensor(93),49.455883,-46.71854
tensor(94),34.708702,-11.068359
tensor(19),4.1925898,0.35536897
tensor(73),-33.597878,-14.726882
tensor(86),59.05392,13.689812
tensor(19),19.018301,54.000046
tensor(1),3.336219,33.291775
tensor(22),4.3462195,52.362682
tensor(64),-43.398563,6.3931923
tensor(90),19.758423,18.504723
tensor(90),21.760761,27.400629
tensor(72),0.099246375,41.59283
tensor(37),62.113766,17.336025
tensor(4),-24.15609,33.766125
tensor(62),16.905943,6.7277775
tensor(83),-6.959647,-19.939991
tensor(6),32.197086,4.3249283
tensor(62),28.108997,56.80927
tensor(7),-15.48668,21.935606
tensor(87),28.221287,23.581654
tensor(11),-39.672234,33.432167
tensor(37),61.225014,25.061813
tensor(90),17.626232,15.016843
tensor(22),-13.084332,43.26974
tensor(93),52.958057,-47.330322
tensor(66),9.928004,18.115421
tensor(83),15.868358,-17.549755
tensor(2),-42.699818,-26.795132
tensor(15),-11.207338,-45.6271
tensor(23),-34.892982,36.56154
tensor(87),18.745604,16.327372
tensor(87),22.637123,21.668694
tensor(9),68.40973,-3.22619
tensor(37),57.854427,28.094942
tensor(23),-34.03207,39.41974
tensor(12),-42.62913,-4.804496
tensor(67),40.516415,-29.8756
tensor(96),-63.798103,-6.7278066
tensor(16),17.35751,45.18999
tensor(11),-22.8377,-12.119506
tensor(72),-3.6735284,30.50747
tensor(16),33.643417,10.489137
tensor(62),28.250803,53.56089
tensor(23),-20.933794,-0.5727716
tensor(5),25.913929,-10.5522785
tensor(87),18.556215,16.023367
tensor(83),18.722248,-11.280202
tensor(4),-58.27811,23.064775
tensor(7),-15.817733,38.473938
tensor(5),18.182726,-18.728268
tensor(73),-14.829422,23.312323
tensor(72),-3.4036007,26.861599
tensor(0),-59.211082,-23.546625
tensor(18),53.677166,27.06182
tensor(4),-20.876303,22.23122
tensor(23),-35.08297,35.741184
tensor(23),-33.045708,41.237698
tensor(93),44.760002,-45.89413
tensor(75),-30.29035,15.788211
tensor(75),-14.118107,-18.733788
tensor(64),-46.717426,10.798974
tensor(93),53.55817,-47.060684
tensor(3),5.5062294,-36.176292
tensor(87),26.522774,23.10051
tensor(18),52.14996,18.968737
tensor(1),-0.21341941,22.416908
tensor(5),25.704586,-9.138844
tensor(18),62.045914,21.031084
tensor(11),-24.464678,4.454884
tensor(17),-46.713028,-9.638649
tensor(75),-14.242105,-18.709284
tensor(72),0.25563845,44.458225
tensor(15),-4.3088703,-41.83195
tensor(4),-21.310896,30.57239
tensor(64),-49.04702,12.41384
tensor(4),-20.810373,24.909386
tensor(67),59.262146,-26.636345
tensor(73),-15.072919,33.957146
tensor(5),3.299248,-19.492525
tensor(95),-11.328214,-65.9108
tensor(37),60.874714,26.03568
tensor(96),-62.392086,-10.580939
tensor(66),18.114693,32.435635
tensor(15),5.691546,-36.671925
tensor(66),18.688448,34.906036
tensor(97),1.6159841,27.12141
tensor(94),33.883976,-11.596336
tensor(93),52.073685,-47.373055
tensor(3),-13.026721,-44.604412
tensor(87),18.251408,14.758476
tensor(62),0.39049062,4.2848706
tensor(67),54.965935,-25.847183
tensor(19),1.2697917,0.19598967
tensor(64),-42.006214,5.436438
tensor(3),-11.141808,-43.641453
tensor(97),3.7781088,43.12439
tensor(3),5.8066506,-36.06276
tensor(22),-14.130141,28.720768
tensor(11),-40.193546,37.695705
tensor(11),-19.988985,-6.0045753
tensor(72),0.2643488,17.394758
tensor(11),-40.006535,29.688715
tensor(5),-9.870117,-19.124899
tensor(91),11.7808275,-55.19837
tensor(65),-44.13665,32.219383
tensor(15),-1.9861706,-40.74597
tensor(5),-9.931932,-19.002562
tensor(90),22.083162,30.252388
tensor(15),-10.835858,-45.397736
tensor(75),-42.452812,17.957617
tensor(19),9.390898,55.058136
tensor(94),6.697501,-13.345835
tensor(96),-64.60923,-4.223793
tensor(23),-25.3672,6.6755786
tensor(67),60.906788,-27.089533
tensor(66),18.637348,34.72295
tensor(6),38.546055,11.639156
tensor(16),0.0794672,-16.964014
tensor(65),-25.067093,-9.193134
tensor(5),-13.18455,-19.098513
tensor(23),-26.585367,8.286252
tensor(73),-14.781569,23.807806
tensor(95),-16.37708,-60.016697
tensor(66),0.49093807,12.655203
tensor(11),-21.982306,-10.234416
tensor(71),44.34137,-10.77753
tensor(93),43.80509,-46.46355
tensor(14),29.315853,-50.200993
tensor(95),-8.148341,-69.39493
tensor(75),-9.9678,-5.098764
tensor(71),40.99958,-27.229198
tensor(10),19.88665,-46.289234
tensor(9),69.60406,-0.8172628
tensor(95),-15.275772,-61.530476
tensor(65),-27.551569,-4.860137
tensor(73),-46.258263,-36.57932
tensor(87),11.7474575,8.7816515
tensor(62),28.13684,56.378483
tensor(96),-57.486904,-16.628384
tensor(4),-38.45233,-15.809484
tensor(73),-15.287719,20.10979
tensor(14),18.465916,-50.18923
tensor(5),25.93953,-10.435776
tensor(97),1.3725036,26.320885
tensor(87),29.785473,24.261044
tensor(83),20.532784,-8.8194065
tensor(64),-47.181118,11.194392
tensor(96),-63.092354,-8.93035
tensor(3),-12.6879225,-44.35151
tensor(23),-20.179066,-7.2704906
tensor(11),-38.62476,27.154667
tensor(72),-3.5362506,27.821554
tensor(73),-33.889397,-14.960367
tensor(75),-32.304405,18.028883
tensor(62),1.1281195,3.913964
tensor(65),-45.097233,33.307774
tensor(71),43.774612,-10.544545
tensor(72),0.19043088,40.223034
tensor(22),-14.48592,20.946218
tensor(91),7.4041805,-59.46701
tensor(96),-60.038998,-14.472414
tensor(93),49.102154,-46.64557
tensor(72),0.13680942,45.089954
tensor(3),-1.1882656,-39.34225
tensor(1),2.738012,28.190994
tensor(91),13.14759,-53.82024
tensor(37),62.546227,15.954597
tensor(72),0.25975776,44.570293
tensor(86),55.94575,16.816315
tensor(91),14.407803,-52.86461
tensor(15),7.4029613,-35.604313
tensor(95),-9.0927,-68.44537
tensor(90),16.08762,12.635849
tensor(96),-58.536743,-15.977698
tensor(75),-36.36965,21.199606
tensor(75),-42.41406,18.472126
tensor(62),6.2687163,0.86137104
tensor(12),-45.30825,-37.86075
tensor(64),-25.563332,-8.946119
tensor(71),40.980118,-27.142921
tensor(19),23.832287,52.39213
tensor(14),17.7457,-50.512207
tensor(90),21.43426,23.13179
tensor(3),2.6454535,-37.548306
tensor(4),-21.998714,31.642408
tensor(22),-14.114013,28.970545
tensor(75),-31.472258,17.094372
tensor(67),62.405254,-26.794483
tensor(12),-43.68963,-1.1468434
tensor(12),-42.634926,-9.326864
tensor(1),-0.31565768,22.261942
tensor(3),-8.098637,-42.396557
tensor(11),-20.262945,-7.6858892
tensor(12),-53.87949,4.3395047
tensor(11),-39.745277,28.171448
tensor(4),-37.94852,-15.863011
tensor(66),18.314201,33.41086
tensor(5),25.77392,-14.6609535
tensor(86),55.701965,16.197878
tensor(90),7.6071253,6.395889
tensor(67),39.39074,-29.543587
tensor(8),5.1938267,7.868577
tensor(15),-0.6204645,-40.4551
tensor(71),-14.630084,-57.830673
tensor(96),-64.59381,-4.268732
tensor(62),13.097404,3.840579
tensor(7),-15.799313,38.161686
tensor(16),12.678787,52.846756
tensor(16),1.853396,-12.744217
tensor(86),63.85132,7.1372414
tensor(14),22.293303,-49.473225
tensor(67),61.250385,-26.602945
tensor(62),16.017296,6.024008
tensor(14),17.671661,-50.708603
tensor(96),-61.870544,-11.494288
tensor(71),43.502285,-10.317249
tensor(72),-3.535047,27.849163
tensor(12),-42.798286,-12.2984915
tensor(93),45.030006,-46.033527
tensor(6),-9.804184,-18.167038
tensor(12),-44.51741,0.1809679
tensor(66),6.951829,15.658385
tensor(71),38.70643,-28.433636
tensor(94),38.07553,-7.718796
tensor(16),-6.4711328,-19.002121
tensor(16),33.432182,10.984415
tensor(22),-12.832417,39.26356
tensor(14),17.13684,-50.853996
tensor(94),-2.096893,-10.204896
tensor(67),56.592167,-26.160557
tensor(83),16.921131,-16.258692
tensor(37),61.531605,15.908433
tensor(16),31.679388,5.246728
tensor(75),-14.139505,-7.197068
tensor(75),-10.1533785,-5.622128
tensor(7),-15.953811,43.423176
tensor(87),8.278655,5.996968
tensor(64),-27.08717,-6.4857593
tensor(86),55.323814,25.632063
tensor(96),-56.489067,-16.983892
tensor(23),-23.81865,4.8465047
tensor(16),0.20130193,-15.835854
tensor(19),15.011981,54.68666
tensor(3),-5.5563974,-41.12027
tensor(93),52.69609,-47.524387
tensor(91),15.527621,-52.03837
tensor(75),-32.016605,17.720741
tensor(87),27.291618,23.325443
tensor(17),-54.02986,8.6217375
tensor(23),-22.489996,1.8977795
tensor(87),29.201982,23.941462
tensor(23),-21.481289,-13.483385
tensor(11),-24.2639,3.9084983
tensor(23),-25.92773,7.0448694
tensor(17),-50.183132,-6.1438785
tensor(83),4.179247,-21.76073
tensor(91),11.468695,-55.520645
tensor(93),41.66993,-46.378193
tensor(96),-64.39063,-4.8067718
tensor(65),-25.41016,-8.564124
tensor(12),-43.994896,-30.013351
tensor(94),-2.8596394,-10.455567
tensor(91),4.746835,-62.005943
tensor(3),-2.044597,-39.511078
tensor(94),37.50133,-8.55613
tensor(16),15.855924,48.782433
tensor(11),-23.151228,-13.925432
tensor(65),-43.2034,31.000586
tensor(19),27.321877,48.347984
tensor(93),48.343746,-47.015404
tensor(93),46.100822,-46.50888
tensor(66),0.78079575,12.719432
tensor(14),22.192602,-49.43065
tensor(7),-15.965521,35.310806
tensor(19),27.297842,48.333973
tensor(5),25.961676,-10.212676
tensor(23),-19.442074,-4.6074057
tensor(14),30.87845,-51.06722
tensor(16),-3.521649,-19.07753
tensor(64),-40.17633,4.023314
tensor(62),28.099491,55.89097
tensor(7),-15.762614,26.114532
tensor(23),-36.196667,32.21878
tensor(72),0.23373052,44.991814
tensor(23),-33.553707,40.441704
tensor(87),5.4625216,5.2911234
tensor(19),26.878464,49.566082
tensor(2),-63.086586,-14.316554
tensor(66),0.035495393,13.019864
tensor(65),-26.991598,-5.9077444
tensor(18),53.71227,27.076408
tensor(91),14.258526,-53.086605
tensor(11),-20.727514,-1.3923756
tensor(66),11.71144,20.326223
tensor(5),-13.495441,-18.799908
tensor(8),53.66412,27.052038
tensor(15),-36.90342,-30.027817
tensor(6),36.165936,10.128692
tensor(9),67.91676,-4.1056848
tensor(87),25.41796,22.814386
tensor(23),-26.629042,8.398727
tensor(95),-8.886549,-68.84375
tensor(7),-15.682767,27.018406
tensor(14),18.408342,-50.417156
tensor(17),-46.00042,-10.388381
tensor(67),61.19099,-26.610126
tensor(37),61.1394,24.790657
tensor(19),22.04769,53.333866
tensor(5),25.935526,-9.886109
tensor(19),9.938261,55.07588
tensor(22),-12.616157,37.96032
tensor(93),53.952522,-46.962955
tensor(64),-47.602314,11.542225
tensor(90),16.473818,12.964543
tensor(62),13.518745,4.0377545
tensor(9),68.87776,-0.65469366
tensor(16),-12.926627,-21.46165
tensor(19),1.8905969,0.46066847
tensor(64),-27.87191,-5.335097
tensor(90),0.3777405,4.4721
tensor(0),-59.642044,-23.571558
tensor(12),-49.34189,3.7142684
tensor(66),-1.0094877,13.015259
tensor(65),-43.769962,31.786303
tensor(72),-3.5630095,28.263361
tensor(83),15.652975,-17.650063
tensor(15),-37.407932,-30.719692
tensor(10),-45.175087,-37.23805
tensor(19),9.51076,55.056427
tensor(22),3.7367458,52.759003
tensor(95),-9.758037,-67.732
tensor(96),-60.902725,-13.452051
tensor(23),-20.354418,-11.255523
tensor(66),16.261719,27.948235
tensor(66),15.91981,27.472925
tensor(71),42.814075,-26.549782
tensor(87),26.258976,23.02137
tensor(64),-37.33484,1.8111627
tensor(66),17.82655,31.182922
tensor(95),-16.195204,-60.346073
tensor(97),3.820935,44.150352
tensor(73),-15.10754,34.619244
tensor(5),25.08496,-15.43535
tensor(16),17.44383,44.991707
tensor(71),44.815437,-11.393822
tensor(19),15.754447,5.081436
tensor(3),-12.43386,-44.27135
tensor(16),13.989423,51.451233
tensor(95),-8.325744,-69.89618
tensor(97),3.888124,51.24854
tensor(19),15.9002,54.530155
tensor(17),-54.22741,-0.012671695
tensor(23),-20.541517,-10.871298
tensor(75),-33.122696,18.870958
tensor(66),11.619552,20.551952
tensor(75),-41.616,18.72952
tensor(8),52.220757,18.893206
tensor(17),-49.58229,-6.692017
tensor(72),-0.8982241,14.868122
tensor(14),20.286623,-50.006577
tensor(87),29.979734,24.139582
tensor(11),-39.88805,30.063051
tensor(97),1.7921114,28.327742
tensor(93),44.189526,-46.002487
tensor(97),-4.4530826,18.634338
tensor(94),35.717712,-10.353989
tensor(23),-24.81448,6.157314
tensor(12),-43.285786,-1.6756188
tensor(65),-47.913746,35.68929
tensor(2),-54.961784,-21.127913
tensor(62),27.982933,55.575584
tensor(83),21.922716,-8.177889
tensor(22),-12.745163,44.413677
tensor(90),5.9351835,5.9146357
tensor(96),-57.814945,-16.592632
tensor(19),10.361039,55.06466
tensor(22),3.4789183,52.750336
tensor(87),22.328245,21.061594
tensor(75),-11.820874,-6.574879
tensor(96),-64.534966,-4.434451
tensor(64),-24.535448,-14.374921
tensor(71),43.295555,-10.2415285
tensor(12),-42.550426,-6.925924
tensor(6),-3.536622,-14.926145
tensor(22),2.1577334,53.428795
tensor(9),69.80633,0.3533972
tensor(2),-65.43909,-11.664839
tensor(37),61.039867,12.432132
tensor(66),-2.3077881,11.954494
tensor(73),-15.061414,42.37429
tensor(37),61.402515,15.761071
tensor(5),19.86242,-18.253647
tensor(75),-14.705691,-18.108355
tensor(65),-28.994791,1.426851
tensor(16),12.255608,53.429817
tensor(12),-57.435608,4.4840493
tensor(66),7.3096256,15.80222
tensor(75),-12.967679,-17.555754
tensor(5),26.0789,-13.446807
tensor(5),18.896708,-18.58544
tensor(8),-35.20004,-27.044022
tensor(22),-12.827986,38.234276
tensor(4),-20.973137,21.376913
tensor(83),16.76096,-16.849709
tensor(15),4.0369043,-37.97776
tensor(94),38.214203,-7.460773
tensor(94),8.6999,-14.011141
tensor(19),19.697664,7.920143
tensor(37),61.469234,15.799078
tensor(72),-3.6296985,29.229486
tensor(14),23.108006,-48.966057
tensor(12),-42.54843,-6.9083843
tensor(1),3.4257367,33.789764
tensor(15),3.7786057,-38.056644
tensor(67),61.776173,-27.23119
tensor(5),25.900164,-8.245613
tensor(3),2.4065995,-37.62569
tensor(91),-8.595753,-67.1725
tensor(37),61.616627,16.025318
tensor(62),28.093071,53.982452
tensor(87),27.714334,23.439583
tensor(73),-10.08637,48.525543
tensor(7),-15.968073,36.49154
tensor(72),0.29518044,17.530367
tensor(62),-45.370644,-37.847294
tensor(1),4.0435386,38.50132
tensor(66),11.846972,20.489668
tensor(90),0.10209787,5.0774546
tensor(62),1.5781753,3.192329
tensor(0),-45.337585,-35.865036
tensor(65),-44.621185,32.780605
tensor(64),-41.852932,5.306329
tensor(87),26.52187,23.089428
tensor(14),22.884268,-49.084354
tensor(15),-1.2195071,-40.746326
tensor(1),3.7521865,36.39608
tensor(75),-14.524231,-7.584902
tensor(65),-30.41698,4.400808
tensor(91),12.450421,-54.516533
tensor(94),7.9824524,-13.798654
tensor(19),13.598624,54.752296
tensor(75),-35.603527,20.920307
tensor(91),10.742495,-56.313282
tensor(17),-54.39701,0.9428851
tensor(95),-17.782167,-57.811905
tensor(73),-14.83394,43.08641
tensor(71),46.215424,-13.3279085
tensor(11),-24.824944,4.62163
tensor(66),13.835647,23.578627
tensor(62),28.310854,56.70659
tensor(67),-14.867802,-57.96489
tensor(87),21.477404,20.038584
tensor(71),45.838387,-12.268736
tensor(67),48.57951,-25.188765
tensor(75),-14.403495,-18.168587
tensor(64),-46.0399,9.604014
tensor(6),-0.8779191,-13.615992
tensor(72),-0.089606695,37.541023
tensor(65),-47.22623,35.488
tensor(7),-15.96107,36.114857
tensor(22),-9.833035,50.657894
tensor(96),-58.385338,-16.08663
tensor(1),3.2042463,31.869446
tensor(19),12.556247,54.75029
tensor(3),-1.1656517,-39.43675
tensor(0),-59.903854,-23.60303
tensor(71),45.76549,-12.61426
tensor(4),-56.01253,24.992588
tensor(16),33.089993,7.138714
tensor(6),32.0651,4.3486037
tensor(19),18.370039,54.056282
tensor(97),1.9225209,28.709286
tensor(65),-29.807652,3.4573789
tensor(86),55.614548,16.138138
tensor(3),6.8996835,-35.299656
tensor(4),-21.274511,19.627926
tensor(5),-44.345554,-37.16536
tensor(83),-10.954934,-22.000376
tensor(72),-2.516977,32.639835
tensor(7),-18.997822,50.33984
tensor(75),-36.018875,21.177067
tensor(72),-1.0570055,35.776024
tensor(11),-22.572817,-10.842827
tensor(75),-33.830627,19.56838
tensor(64),-46.698383,10.747445
tensor(37),60.853363,13.345973
tensor(12),-47.83184,2.99053
tensor(23),-35.33106,35.059975
tensor(65),-24.843065,-12.76644
tensor(72),-3.6113248,29.367872
tensor(90),16.595684,13.012603
tensor(16),14.120971,51.275284
tensor(62),4.216188,1.2629651
tensor(17),-48.58133,-7.7798076
tensor(94),10.070358,-14.364864
tensor(97),3.539838,49.412933
tensor(1),5.0891633,41.515827
tensor(9),68.55914,-5.051692
tensor(9),68.0381,-3.5829566
tensor(87),7.0181804,5.4668326
tensor(90),12.3663435,8.33302
tensor(4),-23.4577,33.31458
tensor(7),-15.906572,40.728184
tensor(75),-12.118543,-6.588347
tensor(66),18.227097,32.702057
tensor(96),-60.565792,-13.83856
tensor(66),13.598721,23.214666
tensor(17),-54.260643,0.15303656
tensor(11),-39.87043,34.246418
tensor(73),-14.643993,27.117716
tensor(11),-40.18952,36.420567
tensor(12),-50.924767,4.0918446
tensor(67),52.649975,-25.408987
tensor(3),-13.443844,-44.92195
tensor(90),21.73636,26.851591
tensor(12),-57.665085,4.460886
tensor(1),2.98702,30.350714
tensor(94),38.05803,-7.87596
tensor(9),70.654144,1.8631607
tensor(22),-9.908897,50.62417
tensor(19),14.839632,54.658276
tensor(12),-42.66877,-12.025241
tensor(11),-20.234043,-2.96184
tensor(96),-52.30252,-17.792538
tensor(75),-36.120888,21.185354
tensor(5),19.141457,-18.224773
tensor(90),21.824017,27.150404
tensor(5),25.303503,-15.216701
tensor(18),-5.1473026,19.060455
tensor(67),48.863796,-25.093319
tensor(23),-20.298756,-7.716941
tensor(73),-15.6009245,18.98504
tensor(17),-53.186504,10.833553
tensor(14),24.843258,-48.9512
tensor(93),49.300385,-46.720726
tensor(90),2.7267857,4.9972224
tensor(6),39.891613,12.585899
tensor(87),11.584633,8.475611
tensor(1),1.3888623,25.373428
tensor(91),4.346943,-61.956314
tensor(71),44.4513,-25.64525
tensor(17),-46.9699,-9.360901
tensor(96),-62.850758,-9.542573
tensor(4),-20.649021,26.925303
tensor(72),-4.624738,13.658917
tensor(86),55.580223,16.123848
tensor(73),-16.212086,15.798281
tensor(90),11.954538,7.9949265
tensor(62),30.113413,47.379147
tensor(7),-15.839475,39.81068
tensor(86),55.30836,23.864342
tensor(5),22.068375,-17.316004
tensor(94),7.2598834,-13.543072
tensor(96),-59.87973,-14.663511
tensor(19),1.3923934,0.5235115
tensor(9),70.84666,1.9740287
tensor(12),-44.781403,0.48441744
tensor(95),-11.732193,-65.49825
tensor(22),-14.492877,21.342724
tensor(18),67.49269,-6.340723
tensor(95),-8.374979,-69.58993
tensor(3),-11.022226,-43.394
tensor(64),-25.033937,-13.693621
tensor(12),-52.4963,4.2379756
tensor(95),-14.57757,-62.527145
tensor(3),4.8017335,-36.53552
tensor(71),44.041603,-25.940006
tensor(86),54.450424,23.898088
tensor(3),-14.69678,-45.56653
tensor(11),-40.28749,36.272327
tensor(96),-40.968994,-15.91389
tensor(66),10.879336,19.190176
tensor(97),1.7456578,27.945675
tensor(90),12.724607,8.868805
tensor(96),-41.033657,-15.919382
tensor(64),-25.273968,-9.492599
tensor(66),11.907704,20.44439
tensor(14),31.766151,-52.155666
tensor(22),-5.7779,53.061363
tensor(66),15.025112,25.714916
tensor(11),-40.15014,37.698444
tensor(4),-25.534525,34.42697
tensor(37),61.20503,11.864451
tensor(93),54.19292,-46.75286
tensor(8),53.487503,17.528852
tensor(2),-55.057198,-21.129005
tensor(95),-10.827651,-66.71375
tensor(71),47.515404,-21.878906
tensor(95),-13.451128,-63.68162
tensor(14),25.937733,-48.854263
tensor(23),-36.39436,30.532234
tensor(1),2.3054583,27.412737
tensor(19),4.352921,0.30504248
tensor(93),46.153065,-46.533096
tensor(23),-21.993013,-13.831938
tensor(9),67.84537,-3.785616
tensor(65),-46.1468,34.282333
tensor(83),16.21387,-17.395079
tensor(97),3.4424036,37.48581
tensor(5),23.683414,-16.539164
tensor(4),-20.91093,22.086557
tensor(73),-34.262535,-15.269293
tensor(14),22.030066,-49.500263
tensor(72),-3.615512,29.271627
tensor(87),15.713679,11.513379
tensor(4),-37.883812,-15.793552
tensor(3),7.737042,-34.939423
tensor(19),14.916527,54.549706
tensor(95),-12.172746,-65.03614
tensor(6),33.20321,5.533779
tensor(12),-51.384823,4.170991
tensor(64),-25.265501,-9.6993065
tensor(94),34.35654,-11.293386
tensor(72),-3.681035,30.652452
tensor(62),30.48983,46.822643
tensor(4),-57.732643,23.596548
tensor(22),-35.565857,-14.633367
tensor(5),-13.282398,-18.9223
tensor(66),13.155492,22.57732
tensor(4),-20.973532,21.263964
tensor(72),-3.6535714,30.891241
tensor(23),-20.188246,-2.275099
tensor(94),38.252205,-7.406913
tensor(9),70.572556,1.7857372
tensor(11),-39.3947,32.74429
tensor(16),-0.20266241,-16.96743
tensor(83),20.856705,-8.423805
tensor(72),0.29632834,46.28543
tensor(6),0.0346409,-13.126192
tensor(64),-25.889875,-8.598613
tensor(7),-16.481709,15.945689
tensor(5),19.559473,-18.311228
tensor(22),-13.976155,32.54008
tensor(18),52.06838,19.14988
tensor(87),28.30346,23.624212
tensor(3),-5.424895,-41.07958
tensor(17),-53.78102,9.541524
tensor(72),-3.4501338,13.737953
tensor(65),-46.858364,34.915257
tensor(2),-65.158875,-12.044869
tensor(64),-44.425713,7.171573
tensor(95),-11.129503,-66.13746
tensor(22),-12.795312,38.03617
tensor(7),-18.158297,49.70193
tensor(23),-31.725153,43.097397
tensor(71),47.31974,-15.9717045
tensor(6),-9.01533,-17.936916
tensor(7),-15.757193,37.379074
tensor(7),-16.187153,17.390863
tensor(11),-20.62446,-1.7109861
tensor(66),18.561874,34.476192
tensor(22),-7.421887,52.497448
tensor(86),55.73025,15.730566
tensor(23),-34.23954,38.811165
tensor(5),-9.413284,-18.815914
tensor(95),-17.809301,-58.409958
tensor(62),28.062359,57.268818
tensor(71),38.815815,-28.371223
tensor(95),-10.0260935,-67.222885
tensor(7),-15.881621,46.39655
tensor(86),62.029335,21.078827
tensor(0),-58.792385,-23.479084
tensor(7),-19.913372,50.935036
tensor(71),44.75189,-11.288589
tensor(67),48.418285,-25.187542
tensor(16),16.656801,46.995487
tensor(87),1.6053809,4.6948123
tensor(75),-35.891155,21.132664
tensor(71),47.74639,-19.462578
tensor(72),-3.4966247,27.245024
tensor(16),-7.151974,-18.784256
tensor(22),-14.493897,20.405907
tensor(19),0.6029196,1.4932867
tensor(97),1.9701077,28.762327
tensor(12),-42.5868,-5.4075346
tensor(3),-9.249674,-42.716427
tensor(67),55.173546,-25.888697
tensor(65),-28.943476,0.7037141
tensor(7),-16.04679,19.773262
tensor(64),-27.347378,-6.1192102
tensor(5),-4.930117,-17.587196
tensor(66),16.181032,27.927324
tensor(97),3.7961218,43.52619
tensor(11),-19.858343,-4.4485326
tensor(6),3.1508896,-11.046772
tensor(96),-55.114235,-17.405535
tensor(97),-0.879028,22.27864
tensor(73),-15.161179,41.83298
tensor(86),56.278664,16.2705
tensor(15),-13.68658,-45.829502
tensor(16),12.955258,52.350956
tensor(62),28.020498,55.283203
tensor(83),16.18794,-17.145767
tensor(94),36.718525,-9.432932
tensor(73),-8.23546,48.119633
tensor(23),-33.72658,40.081974
tensor(66),-2.6983013,11.869837
tensor(3),-0.5439739,-39.06516
tensor(67),54.03884,-25.665255
tensor(62),5.8717413,0.77318597
tensor(4),-57.553047,23.7518
tensor(66),18.225275,32.778324
tensor(66),14.778748,25.233034
tensor(65),-43.0314,30.712633
tensor(4),-24.889063,34.177727
tensor(3),5.038141,-36.40011
tensor(83),17.55915,-14.798931
tensor(93),43.983418,-46.149105
tensor(62),30.053675,48.34382
tensor(66),15.521333,26.66961
tensor(11),-22.570673,-13.379094
tensor(37),61.443405,15.586284
tensor(72),0.2914271,47.403805
tensor(62),28.780525,51.64708
tensor(66),16.13531,27.89063
tensor(17),-49.63041,-6.649668
tensor(8),1.9310379,-63.552402
tensor(14),33.682198,-54.01874
tensor(23),-36.799347,25.453827
tensor(97),1.4627105,26.580997
tensor(17),-44.087875,-12.991839
tensor(95),-17.972588,-58.09812
tensor(96),-58.890556,-15.645868
tensor(75),-32.29737,18.030975
tensor(72),-45.42472,-37.391376
tensor(73),-10.73121,48.432266
tensor(17),-44.165527,-12.394908
tensor(19),9.5746975,55.063255
tensor(94),32.29748,-12.472048
tensor(97),3.5637848,50.83561
tensor(14),18.939688,-50.17725
tensor(91),8.25918,-59.022655
tensor(86),57.34818,14.849449
tensor(75),-11.278379,-6.4143476
tensor(71),47.69204,-16.91344
tensor(96),-57.94875,-16.46862
tensor(17),-53.409576,-2.183316
tensor(7),-16.16668,17.056362
tensor(6),32.15603,4.1887393
tensor(86),56.50189,15.554996
tensor(72),-3.5945525,28.634579
tensor(83),16.56765,-16.950037
tensor(67),41.587444,-29.967424
tensor(5),25.99501,-13.993156
tensor(83),17.516031,-14.85476
tensor(64),-41.57207,5.0023093
tensor(96),-52.865734,-17.85858
tensor(93),53.99897,-47.55342
tensor(90),8.534071,6.5672154
tensor(3),-15.656427,-45.925972
tensor(6),33.13653,5.526351
tensor(16),33.14429,7.198439
tensor(6),-5.104066,-16.921692
tensor(10),-35.59091,-27.446342
tensor(16),0.035590217,-16.687613
tensor(17),-44.833675,-11.905879
tensor(17),-50.458035,-5.8874745
tensor(7),-35.268074,-15.740983
tensor(15),6.5227213,-36.19254
tensor(14),21.380163,-49.698
tensor(12),-42.8128,-3.2255774
tensor(37),62.43199,15.7013645
tensor(96),-62.386353,-10.429634
tensor(4),-21.657099,31.113094
tensor(1),-0.8948644,21.649517
tensor(90),7.756069,6.4307013
tensor(4),-20.811968,24.764843
