开始 sweep 相场物理参数（并行=1）
Sweep: phy_weight × phy_alpha × phy_beta
启动任务: phy_weight=0.001 phy_alpha=0.5 phy_beta=0.5
Experiment name: VAEv12_MDN_lat=16_K=16_beta=0.001_warm=0.1_gamma=0.001_warm=0.1_phy_weight=0.001_phy_alpha=0.5_phy_beta=0.5scale=0.5_time=20260123_095021
[Epoch 0802] beta=0.001 gamma=0.001 | Train total=-0.0187 | Val total=-0.0198 | Val ctr_nll=-25.2189 | Val ctr_mse=0.021320 | Val conf=0.582
[Epoch 0803] beta=0.001 gamma=0.001 | Train total=-0.0184 | Val total=-0.0191 | Val ctr_nll=-24.4064 | Val ctr_mse=0.019376 | Val conf=0.550
[Epoch 0804] beta=0.001 gamma=0.001 | Train total=-0.0186 | Val total=-0.0183 | Val ctr_nll=-23.7936 | Val ctr_mse=0.021839 | Val conf=0.576
[Epoch 0805] beta=0.001 gamma=0.001 | Train total=-0.0182 | Val total=-0.0184 | Val ctr_nll=-23.5153 | Val ctr_mse=0.020015 | Val conf=0.558
[Epoch 0806] beta=0.001 gamma=0.001 | Train total=-0.0191 | Val total=-0.0173 | Val ctr_nll=-22.5276 | Val ctr_mse=0.021014 | Val conf=0.546
[Epoch 0807] beta=0.001 gamma=0.001 | Train total=-0.0189 | Val total=-0.0212 | Val ctr_nll=-26.4802 | Val ctr_mse=0.018535 | Val conf=0.537
[Epoch 0808] beta=0.001 gamma=0.001 | Train total=-0.0197 | Val total=-0.0120 | Val ctr_nll=-17.6083 | Val ctr_mse=0.022127 | Val conf=0.571
[Epoch 0809] beta=0.001 gamma=0.001 | Train total=-0.0150 | Val total=-0.0152 | Val ctr_nll=-20.5682 | Val ctr_mse=0.021447 | Val conf=0.533
[Epoch 0810] beta=0.001 gamma=0.001 | Train total=-0.0168 | Val total=-0.0172 | Val ctr_nll=-22.5640 | Val ctr_mse=0.021198 | Val conf=0.546
[Epoch 0811] beta=0.001 gamma=0.001 | Train total=-0.0176 | Val total=-0.0171 | Val ctr_nll=-22.2934 | Val ctr_mse=0.021676 | Val conf=0.539
[Epoch 0812] beta=0.001 gamma=0.001 | Train total=-0.0196 | Val total=-0.0208 | Val ctr_nll=-26.1240 | Val ctr_mse=0.020301 | Val conf=0.562
[Epoch 0813] beta=0.001 gamma=0.001 | Train total=-0.0198 | Val total=-0.0174 | Val ctr_nll=-22.8456 | Val ctr_mse=0.019612 | Val conf=0.566
[Epoch 0814] beta=0.001 gamma=0.001 | Train total=-0.0168 | Val total=-0.0196 | Val ctr_nll=-24.8851 | Val ctr_mse=0.018802 | Val conf=0.558
[Epoch 0815] beta=0.001 gamma=0.001 | Train total=-0.0192 | Val total=-0.0195 | Val ctr_nll=-24.9239 | Val ctr_mse=0.019110 | Val conf=0.556
[Epoch 0816] beta=0.001 gamma=0.001 | Train total=-0.0197 | Val total=-0.0195 | Val ctr_nll=-24.8870 | Val ctr_mse=0.018256 | Val conf=0.544
[Epoch 0817] beta=0.001 gamma=0.001 | Train total=-0.0195 | Val total=-0.0195 | Val ctr_nll=-24.8980 | Val ctr_mse=0.019288 | Val conf=0.548
[Epoch 0818] beta=0.001 gamma=0.001 | Train total=-0.0192 | Val total=-0.0197 | Val ctr_nll=-25.1715 | Val ctr_mse=0.020454 | Val conf=0.578
[Epoch 0819] beta=0.001 gamma=0.001 | Train total=-0.0198 | Val total=-0.0169 | Val ctr_nll=-22.2908 | Val ctr_mse=0.018646 | Val conf=0.542
[Epoch 0820] beta=0.001 gamma=0.001 | Train total=-0.0189 | Val total=-0.0207 | Val ctr_nll=-25.7316 | Val ctr_mse=0.018299 | Val conf=0.528
[Epoch 0821] beta=0.001 gamma=0.001 | Train total=-0.0200 | Val total=-0.0213 | Val ctr_nll=-26.5230 | Val ctr_mse=0.018002 | Val conf=0.542
[Epoch 0822] beta=0.001 gamma=0.001 | Train total=-0.0206 | Val total=-0.0225 | Val ctr_nll=-28.0017 | Val ctr_mse=0.017813 | Val conf=0.539
[Epoch 0823] beta=0.001 gamma=0.001 | Train total=-0.0212 | Val total=-0.0229 | Val ctr_nll=-28.1754 | Val ctr_mse=0.016751 | Val conf=0.541
[Epoch 0824] beta=0.001 gamma=0.001 | Train total=-0.0198 | Val total=-0.0084 | Val ctr_nll=-13.8067 | Val ctr_mse=0.034460 | Val conf=0.510
[Epoch 0825] beta=0.001 gamma=0.001 | Train total=-0.0143 | Val total=-0.0181 | Val ctr_nll=-23.4300 | Val ctr_mse=0.019290 | Val conf=0.516
[Epoch 0826] beta=0.001 gamma=0.001 | Train total=-0.0168 | Val total=-0.0192 | Val ctr_nll=-24.4194 | Val ctr_mse=0.019160 | Val conf=0.550
[Epoch 0827] beta=0.001 gamma=0.001 | Train total=-0.0183 | Val total=-0.0193 | Val ctr_nll=-24.5108 | Val ctr_mse=0.019439 | Val conf=0.543
[Epoch 0828] beta=0.001 gamma=0.001 | Train total=-0.0200 | Val total=-0.0211 | Val ctr_nll=-26.1380 | Val ctr_mse=0.018290 | Val conf=0.528
[Epoch 0829] beta=0.001 gamma=0.001 | Train total=-0.0188 | Val total=-0.0170 | Val ctr_nll=-22.1641 | Val ctr_mse=0.019372 | Val conf=0.524
[Epoch 0830] beta=0.001 gamma=0.001 | Train total=-0.0178 | Val total=-0.0174 | Val ctr_nll=-22.4733 | Val ctr_mse=0.020120 | Val conf=0.531
[Epoch 0831] beta=0.001 gamma=0.001 | Train total=-0.0193 | Val total=-0.0206 | Val ctr_nll=-26.0650 | Val ctr_mse=0.018231 | Val conf=0.547
[Epoch 0832] beta=0.001 gamma=0.001 | Train total=-0.0214 | Val total=-0.0219 | Val ctr_nll=-27.3709 | Val ctr_mse=0.018002 | Val conf=0.547
[Epoch 0833] beta=0.001 gamma=0.001 | Train total=-0.0202 | Val total=-0.0208 | Val ctr_nll=-26.1612 | Val ctr_mse=0.018392 | Val conf=0.528
[Epoch 0834] beta=0.001 gamma=0.001 | Train total=-0.0200 | Val total=-0.0171 | Val ctr_nll=-22.5329 | Val ctr_mse=0.018403 | Val conf=0.545
[Epoch 0835] beta=0.001 gamma=0.001 | Train total=-0.0179 | Val total=-0.0182 | Val ctr_nll=-23.4095 | Val ctr_mse=0.020531 | Val conf=0.524
[Epoch 0836] beta=0.001 gamma=0.001 | Train total=-0.0197 | Val total=-0.0183 | Val ctr_nll=-23.5166 | Val ctr_mse=0.019153 | Val conf=0.545
[Epoch 0837] beta=0.001 gamma=0.001 | Train total=-0.0201 | Val total=-0.0203 | Val ctr_nll=-25.6126 | Val ctr_mse=0.017997 | Val conf=0.552
[Epoch 0838] beta=0.001 gamma=0.001 | Train total=-0.0203 | Val total=-0.0211 | Val ctr_nll=-26.4173 | Val ctr_mse=0.017610 | Val conf=0.531
[Epoch 0839] beta=0.001 gamma=0.001 | Train total=-0.0203 | Val total=-0.0213 | Val ctr_nll=-26.6696 | Val ctr_mse=0.018869 | Val conf=0.535
[Epoch 0840] beta=0.001 gamma=0.001 | Train total=-0.0196 | Val total=-0.0199 | Val ctr_nll=-25.2878 | Val ctr_mse=0.018754 | Val conf=0.534
[Epoch 0841] beta=0.001 gamma=0.001 | Train total=-0.0206 | Val total=-0.0196 | Val ctr_nll=-24.9134 | Val ctr_mse=0.019355 | Val conf=0.551
[Epoch 0842] beta=0.001 gamma=0.001 | Train total=-0.0189 | Val total=-0.0189 | Val ctr_nll=-24.0358 | Val ctr_mse=0.018925 | Val conf=0.505
[Epoch 0843] beta=0.001 gamma=0.001 | Train total=-0.0185 | Val total=-0.0188 | Val ctr_nll=-24.1084 | Val ctr_mse=0.018806 | Val conf=0.543
[Epoch 0844] beta=0.001 gamma=0.001 | Train total=-0.0191 | Val total=-0.0179 | Val ctr_nll=-23.1486 | Val ctr_mse=0.020412 | Val conf=0.539
[Epoch 0845] beta=0.001 gamma=0.001 | Train total=-0.0178 | Val total=-0.0184 | Val ctr_nll=-23.7785 | Val ctr_mse=0.019351 | Val conf=0.543
[Epoch 0846] beta=0.001 gamma=0.001 | Train total=-0.0189 | Val total=-0.0180 | Val ctr_nll=-23.1683 | Val ctr_mse=0.020121 | Val conf=0.517
[Epoch 0847] beta=0.001 gamma=0.001 | Train total=-0.0175 | Val total=-0.0184 | Val ctr_nll=-23.7988 | Val ctr_mse=0.019293 | Val conf=0.548
[Epoch 0848] beta=0.001 gamma=0.001 | Train total=-0.0187 | Val total=-0.0184 | Val ctr_nll=-23.9238 | Val ctr_mse=0.020514 | Val conf=0.556
[Epoch 0849] beta=0.001 gamma=0.001 | Train total=-0.0187 | Val total=-0.0180 | Val ctr_nll=-23.1707 | Val ctr_mse=0.019785 | Val conf=0.519
[Epoch 0850] beta=0.001 gamma=0.001 | Train total=-0.0197 | Val total=-0.0180 | Val ctr_nll=-23.5050 | Val ctr_mse=0.019082 | Val conf=0.540
[Epoch 0851] beta=0.001 gamma=0.001 | Train total=-0.0166 | Val total=-0.0195 | Val ctr_nll=-24.6549 | Val ctr_mse=0.018156 | Val conf=0.535
[Epoch 0852] beta=0.001 gamma=0.001 | Train total=-0.0186 | Val total=-0.0184 | Val ctr_nll=-23.6962 | Val ctr_mse=0.018605 | Val conf=0.514
[Epoch 0853] beta=0.001 gamma=0.001 | Train total=-0.0187 | Val total=-0.0157 | Val ctr_nll=-20.8801 | Val ctr_mse=0.020190 | Val conf=0.541
[Epoch 0854] beta=0.001 gamma=0.001 | Train total=-0.0185 | Val total=-0.0169 | Val ctr_nll=-22.2469 | Val ctr_mse=0.019397 | Val conf=0.538
[Epoch 0855] beta=0.001 gamma=0.001 | Train total=-0.0178 | Val total=-0.0170 | Val ctr_nll=-22.1197 | Val ctr_mse=0.020286 | Val conf=0.501
[Epoch 0856] beta=0.001 gamma=0.001 | Train total=-0.0189 | Val total=-0.0176 | Val ctr_nll=-23.0232 | Val ctr_mse=0.018847 | Val conf=0.543
[Epoch 0857] beta=0.001 gamma=0.001 | Train total=-0.0124 | Val total=-0.0160 | Val ctr_nll=-21.1976 | Val ctr_mse=0.021811 | Val conf=0.512
[Epoch 0858] beta=0.001 gamma=0.001 | Train total=-0.0151 | Val total=-0.0144 | Val ctr_nll=-19.6863 | Val ctr_mse=0.024338 | Val conf=0.507
[Epoch 0859] beta=0.001 gamma=0.001 | Train total=-0.0159 | Val total=-0.0170 | Val ctr_nll=-22.1216 | Val ctr_mse=0.019113 | Val conf=0.519
[Epoch 0860] beta=0.001 gamma=0.001 | Train total=-0.0178 | Val total=-0.0186 | Val ctr_nll=-23.6328 | Val ctr_mse=0.020478 | Val conf=0.543
[Epoch 0861] beta=0.001 gamma=0.001 | Train total=-0.0187 | Val total=-0.0194 | Val ctr_nll=-24.8921 | Val ctr_mse=0.020236 | Val conf=0.564
[Epoch 0862] beta=0.001 gamma=0.001 | Train total=-0.0184 | Val total=-0.0190 | Val ctr_nll=-24.3799 | Val ctr_mse=0.020083 | Val conf=0.540
[Epoch 0863] beta=0.001 gamma=0.001 | Train total=-0.0197 | Val total=-0.0200 | Val ctr_nll=-25.3102 | Val ctr_mse=0.019720 | Val conf=0.559
[Epoch 0864] beta=0.001 gamma=0.001 | Train total=-0.0204 | Val total=-0.0207 | Val ctr_nll=-26.0298 | Val ctr_mse=0.018232 | Val conf=0.538
[Epoch 0865] beta=0.001 gamma=0.001 | Train total=-0.0197 | Val total=-0.0206 | Val ctr_nll=-26.0289 | Val ctr_mse=0.017258 | Val conf=0.534
[Epoch 0866] beta=0.001 gamma=0.001 | Train total=-0.0201 | Val total=-0.0192 | Val ctr_nll=-24.5544 | Val ctr_mse=0.017619 | Val conf=0.534
[Epoch 0867] beta=0.001 gamma=0.001 | Train total=-0.0213 | Val total=-0.0200 | Val ctr_nll=-25.3227 | Val ctr_mse=0.017894 | Val conf=0.551
[Epoch 0868] beta=0.001 gamma=0.001 | Train total=-0.0200 | Val total=-0.0204 | Val ctr_nll=-25.7663 | Val ctr_mse=0.017476 | Val conf=0.543
[Epoch 0869] beta=0.001 gamma=0.001 | Train total=-0.0193 | Val total=-0.0198 | Val ctr_nll=-25.1458 | Val ctr_mse=0.018748 | Val conf=0.540
[Epoch 0870] beta=0.001 gamma=0.001 | Train total=-0.0194 | Val total=-0.0207 | Val ctr_nll=-25.9432 | Val ctr_mse=0.017855 | Val conf=0.536
[Epoch 0871] beta=0.001 gamma=0.001 | Train total=-0.0203 | Val total=-0.0209 | Val ctr_nll=-26.1869 | Val ctr_mse=0.017428 | Val conf=0.531
[Epoch 0872] beta=0.001 gamma=0.001 | Train total=-0.0196 | Val total=-0.0209 | Val ctr_nll=-26.3015 | Val ctr_mse=0.017729 | Val conf=0.533
[Epoch 0873] beta=0.001 gamma=0.001 | Train total=-0.0206 | Val total=-0.0213 | Val ctr_nll=-26.5303 | Val ctr_mse=0.018734 | Val conf=0.547
[Epoch 0874] beta=0.001 gamma=0.001 | Train total=-0.0218 | Val total=-0.0187 | Val ctr_nll=-24.1601 | Val ctr_mse=0.018621 | Val conf=0.550
[Epoch 0875] beta=0.001 gamma=0.001 | Train total=-0.0158 | Val total=-0.0140 | Val ctr_nll=-19.1834 | Val ctr_mse=0.024217 | Val conf=0.563
[Epoch 0876] beta=0.001 gamma=0.001 | Train total=-0.0162 | Val total=-0.0190 | Val ctr_nll=-24.2472 | Val ctr_mse=0.018156 | Val conf=0.540
[Epoch 0877] beta=0.001 gamma=0.001 | Train total=-0.0183 | Val total=-0.0202 | Val ctr_nll=-25.2945 | Val ctr_mse=0.018715 | Val conf=0.540
[Epoch 0878] beta=0.001 gamma=0.001 | Train total=-0.0175 | Val total=-0.0179 | Val ctr_nll=-22.9649 | Val ctr_mse=0.019100 | Val conf=0.520
[Epoch 0879] beta=0.001 gamma=0.001 | Train total=-0.0172 | Val total=-0.0176 | Val ctr_nll=-22.6544 | Val ctr_mse=0.019824 | Val conf=0.533
[Epoch 0880] beta=0.001 gamma=0.001 | Train total=-0.0182 | Val total=-0.0178 | Val ctr_nll=-23.1008 | Val ctr_mse=0.021295 | Val conf=0.538
[Epoch 0881] beta=0.001 gamma=0.001 | Train total=-0.0199 | Val total=-0.0220 | Val ctr_nll=-27.2436 | Val ctr_mse=0.018131 | Val conf=0.548
[Epoch 0882] beta=0.001 gamma=0.001 | Train total=-0.0207 | Val total=-0.0210 | Val ctr_nll=-26.3962 | Val ctr_mse=0.018688 | Val conf=0.558
[Epoch 0883] beta=0.001 gamma=0.001 | Train total=-0.0198 | Val total=-0.0199 | Val ctr_nll=-25.1189 | Val ctr_mse=0.018784 | Val conf=0.537
[Epoch 0884] beta=0.001 gamma=0.001 | Train total=-0.0205 | Val total=-0.0209 | Val ctr_nll=-26.2760 | Val ctr_mse=0.019333 | Val conf=0.564
[Epoch 0885] beta=0.001 gamma=0.001 | Train total=-0.0200 | Val total=-0.0161 | Val ctr_nll=-21.1480 | Val ctr_mse=0.022197 | Val conf=0.523
[Epoch 0886] beta=0.001 gamma=0.001 | Train total=-0.0156 | Val total=-0.0189 | Val ctr_nll=-24.1542 | Val ctr_mse=0.018397 | Val conf=0.531
[Epoch 0887] beta=0.001 gamma=0.001 | Train total=-0.0196 | Val total=-0.0188 | Val ctr_nll=-24.2527 | Val ctr_mse=0.018160 | Val conf=0.529
[Epoch 0888] beta=0.001 gamma=0.001 | Train total=-0.0206 | Val total=-0.0170 | Val ctr_nll=-22.5747 | Val ctr_mse=0.018370 | Val conf=0.522
[Epoch 0889] beta=0.001 gamma=0.001 | Train total=-0.0125 | Val total=-0.0104 | Val ctr_nll=-15.2738 | Val ctr_mse=0.026985 | Val conf=0.538
[Epoch 0890] beta=0.001 gamma=0.001 | Train total=-0.0125 | Val total=-0.0164 | Val ctr_nll=-21.4526 | Val ctr_mse=0.024319 | Val conf=0.555
[Epoch 0891] beta=0.001 gamma=0.001 | Train total=-0.0164 | Val total=-0.0159 | Val ctr_nll=-21.3591 | Val ctr_mse=0.019239 | Val conf=0.520
[Epoch 0892] beta=0.001 gamma=0.001 | Train total=-0.0161 | Val total=-0.0163 | Val ctr_nll=-21.6683 | Val ctr_mse=0.020124 | Val conf=0.509
[Epoch 0893] beta=0.001 gamma=0.001 | Train total=-0.0177 | Val total=-0.0174 | Val ctr_nll=-22.7259 | Val ctr_mse=0.019802 | Val conf=0.553
[Epoch 0894] beta=0.001 gamma=0.001 | Train total=-0.0195 | Val total=-0.0191 | Val ctr_nll=-24.4109 | Val ctr_mse=0.018062 | Val conf=0.548
[Epoch 0895] beta=0.001 gamma=0.001 | Train total=-0.0200 | Val total=-0.0206 | Val ctr_nll=-26.1645 | Val ctr_mse=0.017087 | Val conf=0.530
[Epoch 0896] beta=0.001 gamma=0.001 | Train total=-0.0206 | Val total=-0.0214 | Val ctr_nll=-26.7064 | Val ctr_mse=0.017438 | Val conf=0.540
[Epoch 0897] beta=0.001 gamma=0.001 | Train total=-0.0212 | Val total=-0.0220 | Val ctr_nll=-27.2716 | Val ctr_mse=0.018100 | Val conf=0.548
[Epoch 0898] beta=0.001 gamma=0.001 | Train total=-0.0210 | Val total=-0.0229 | Val ctr_nll=-28.2879 | Val ctr_mse=0.016784 | Val conf=0.539
[Epoch 0899] beta=0.001 gamma=0.001 | Train total=-0.0206 | Val total=-0.0185 | Val ctr_nll=-23.9735 | Val ctr_mse=0.017862 | Val conf=0.544
[Epoch 0900] beta=0.001 gamma=0.001 | Train total=-0.0197 | Val total=-0.0212 | Val ctr_nll=-26.8677 | Val ctr_mse=0.017854 | Val conf=0.559
[Epoch 0901] beta=0.001 gamma=0.001 | Train total=-0.0203 | Val total=-0.0175 | Val ctr_nll=-22.7214 | Val ctr_mse=0.019972 | Val conf=0.519
[Epoch 0902] beta=0.001 gamma=0.001 | Train total=-0.0183 | Val total=-0.0189 | Val ctr_nll=-24.0992 | Val ctr_mse=0.019067 | Val conf=0.523
[Epoch 0903] beta=0.001 gamma=0.001 | Train total=-0.0142 | Val total=-0.0150 | Val ctr_nll=-20.1481 | Val ctr_mse=0.019874 | Val conf=0.535
[Epoch 0904] beta=0.001 gamma=0.001 | Train total=-0.0168 | Val total=-0.0145 | Val ctr_nll=-20.2650 | Val ctr_mse=0.024346 | Val conf=0.549
[Epoch 0905] beta=0.001 gamma=0.001 | Train total=-0.0184 | Val total=-0.0132 | Val ctr_nll=-18.4551 | Val ctr_mse=0.023341 | Val conf=0.528
[Epoch 0906] beta=0.001 gamma=0.001 | Train total=-0.0195 | Val total=-0.0204 | Val ctr_nll=-25.6167 | Val ctr_mse=0.018566 | Val conf=0.508
[Epoch 0907] beta=0.001 gamma=0.001 | Train total=-0.0196 | Val total=-0.0194 | Val ctr_nll=-24.6330 | Val ctr_mse=0.018916 | Val conf=0.542
[Epoch 0908] beta=0.001 gamma=0.001 | Train total=-0.0198 | Val total=-0.0196 | Val ctr_nll=-25.0842 | Val ctr_mse=0.018170 | Val conf=0.537
[Epoch 0909] beta=0.001 gamma=0.001 | Train total=-0.0182 | Val total=-0.0190 | Val ctr_nll=-24.1081 | Val ctr_mse=0.019802 | Val conf=0.542
[Epoch 0910] beta=0.001 gamma=0.001 | Train total=-0.0193 | Val total=-0.0197 | Val ctr_nll=-25.1235 | Val ctr_mse=0.018554 | Val conf=0.559
[Epoch 0911] beta=0.001 gamma=0.001 | Train total=-0.0207 | Val total=-0.0219 | Val ctr_nll=-27.2119 | Val ctr_mse=0.016812 | Val conf=0.525
[Epoch 0912] beta=0.001 gamma=0.001 | Train total=-0.0210 | Val total=-0.0190 | Val ctr_nll=-24.2493 | Val ctr_mse=0.018804 | Val conf=0.542
[Epoch 0913] beta=0.001 gamma=0.001 | Train total=-0.0201 | Val total=-0.0221 | Val ctr_nll=-27.4735 | Val ctr_mse=0.017819 | Val conf=0.557
[Epoch 0914] beta=0.001 gamma=0.001 | Train total=-0.0197 | Val total=-0.0208 | Val ctr_nll=-26.1104 | Val ctr_mse=0.017127 | Val conf=0.533
[Epoch 0915] beta=0.001 gamma=0.001 | Train total=-0.0180 | Val total=-0.0152 | Val ctr_nll=-20.5032 | Val ctr_mse=0.021844 | Val conf=0.549
[Epoch 0916] beta=0.001 gamma=0.001 | Train total=-0.0168 | Val total=-0.0193 | Val ctr_nll=-24.5567 | Val ctr_mse=0.017570 | Val conf=0.536
[Epoch 0917] beta=0.001 gamma=0.001 | Train total=-0.0184 | Val total=-0.0151 | Val ctr_nll=-20.4699 | Val ctr_mse=0.020477 | Val conf=0.543
[Epoch 0918] beta=0.001 gamma=0.001 | Train total=-0.0156 | Val total=-0.0176 | Val ctr_nll=-23.0459 | Val ctr_mse=0.017741 | Val conf=0.507
[Epoch 0919] beta=0.001 gamma=0.001 | Train total=-0.0186 | Val total=-0.0185 | Val ctr_nll=-23.8226 | Val ctr_mse=0.018078 | Val conf=0.519
[Epoch 0920] beta=0.001 gamma=0.001 | Train total=-0.0198 | Val total=-0.0180 | Val ctr_nll=-23.3904 | Val ctr_mse=0.017063 | Val conf=0.543
[Epoch 0921] beta=0.001 gamma=0.001 | Train total=-0.0174 | Val total=-0.0190 | Val ctr_nll=-24.2181 | Val ctr_mse=0.018889 | Val conf=0.537
[Epoch 0922] beta=0.001 gamma=0.001 | Train total=-0.0194 | Val total=-0.0207 | Val ctr_nll=-25.9897 | Val ctr_mse=0.017038 | Val conf=0.517
[Epoch 0923] beta=0.001 gamma=0.001 | Train total=-0.0200 | Val total=-0.0217 | Val ctr_nll=-27.0203 | Val ctr_mse=0.016872 | Val conf=0.550
🛑 Early stopping
启动任务: phy_weight=0.001 phy_alpha=0.5 phy_beta=10.0
Experiment name: VAEv12_MDN_lat=16_K=16_beta=0.001_warm=0.1_gamma=0.001_warm=0.1_phy_weight=0.001_phy_alpha=0.5_phy_beta=10.0scale=0.5_time=20260123_160430
[Epoch 0001] beta=0.000 gamma=0.000 | Train total=0.1659 | Val total=0.0148 | Val ctr_nll=38.7959 | Val ctr_mse=1.076211 | Val conf=0.120
[Epoch 0002] beta=0.000 gamma=0.000 | Train total=0.0502 | Val total=0.0104 | Val ctr_nll=39.3720 | Val ctr_mse=1.450197 | Val conf=0.147
[Epoch 0003] beta=0.000 gamma=0.000 | Train total=0.0080 | Val total=0.0093 | Val ctr_nll=50.9263 | Val ctr_mse=4.345971 | Val conf=0.261
[Epoch 0004] beta=0.000 gamma=0.000 | Train total=0.0076 | Val total=0.0108 | Val ctr_nll=60.8418 | Val ctr_mse=9.128874 | Val conf=0.391
[Epoch 0005] beta=0.000 gamma=0.000 | Train total=0.0056 | Val total=0.0136 | Val ctr_nll=66.4949 | Val ctr_mse=21.046432 | Val conf=0.538
[Epoch 0006] beta=0.000 gamma=0.000 | Train total=0.0052 | Val total=0.0165 | Val ctr_nll=67.1632 | Val ctr_mse=35.555504 | Val conf=0.625
[Epoch 0007] beta=0.000 gamma=0.000 | Train total=0.0048 | Val total=0.0220 | Val ctr_nll=63.8320 | Val ctr_mse=51.810352 | Val conf=0.614
[Epoch 0008] beta=0.000 gamma=0.000 | Train total=0.0046 | Val total=0.0243 | Val ctr_nll=57.7790 | Val ctr_mse=60.468441 | Val conf=0.598
[Epoch 0009] beta=0.000 gamma=0.000 | Train total=0.0043 | Val total=0.0268 | Val ctr_nll=52.3617 | Val ctr_mse=60.159748 | Val conf=0.529
[Epoch 0010] beta=0.000 gamma=0.000 | Train total=0.0042 | Val total=0.0298 | Val ctr_nll=49.0939 | Val ctr_mse=57.844906 | Val conf=0.462
[Epoch 0011] beta=0.000 gamma=0.000 | Train total=0.0042 | Val total=0.0307 | Val ctr_nll=45.0423 | Val ctr_mse=46.751579 | Val conf=0.416
[Epoch 0012] beta=0.000 gamma=0.000 | Train total=0.0041 | Val total=0.0305 | Val ctr_nll=41.5801 | Val ctr_mse=36.722229 | Val conf=0.360
[Epoch 0013] beta=0.000 gamma=0.000 | Train total=0.0040 | Val total=0.0305 | Val ctr_nll=37.3313 | Val ctr_mse=26.821426 | Val conf=0.320
[Epoch 0014] beta=0.000 gamma=0.000 | Train total=0.0039 | Val total=0.0286 | Val ctr_nll=34.1300 | Val ctr_mse=17.182024 | Val conf=0.265
[Epoch 0015] beta=0.000 gamma=0.000 | Train total=0.0043 | Val total=0.0298 | Val ctr_nll=31.2850 | Val ctr_mse=12.090162 | Val conf=0.228
[Epoch 0016] beta=0.000 gamma=0.000 | Train total=0.0040 | Val total=0.0245 | Val ctr_nll=29.2411 | Val ctr_mse=8.035259 | Val conf=0.229
[Epoch 0017] beta=0.000 gamma=0.000 | Train total=0.0039 | Val total=0.0190 | Val ctr_nll=26.9849 | Val ctr_mse=4.898212 | Val conf=0.211
[Epoch 0018] beta=0.000 gamma=0.000 | Train total=0.0037 | Val total=0.0156 | Val ctr_nll=23.5571 | Val ctr_mse=2.820436 | Val conf=0.197
[Epoch 0019] beta=0.000 gamma=0.000 | Train total=0.0037 | Val total=0.0125 | Val ctr_nll=20.4726 | Val ctr_mse=1.531575 | Val conf=0.169
[Epoch 0020] beta=0.000 gamma=0.000 | Train total=0.0039 | Val total=0.0191 | Val ctr_nll=21.7406 | Val ctr_mse=3.010305 | Val conf=0.195
[Epoch 0021] beta=0.000 gamma=0.000 | Train total=0.0039 | Val total=0.0158 | Val ctr_nll=20.2444 | Val ctr_mse=2.287645 | Val conf=0.180
[Epoch 0022] beta=0.000 gamma=0.000 | Train total=0.0038 | Val total=0.0129 | Val ctr_nll=18.0583 | Val ctr_mse=1.091621 | Val conf=0.152
[Epoch 0023] beta=0.000 gamma=0.000 | Train total=0.0039 | Val total=0.0116 | Val ctr_nll=16.3634 | Val ctr_mse=0.696543 | Val conf=0.148
[Epoch 0024] beta=0.000 gamma=0.000 | Train total=0.0041 | Val total=0.0084 | Val ctr_nll=14.8356 | Val ctr_mse=0.309200 | Val conf=0.139
[Epoch 0025] beta=0.000 gamma=0.000 | Train total=0.0051 | Val total=0.0124 | Val ctr_nll=23.8431 | Val ctr_mse=0.531646 | Val conf=0.196
[Epoch 0026] beta=0.000 gamma=0.000 | Train total=0.0046 | Val total=0.0126 | Val ctr_nll=17.2111 | Val ctr_mse=1.468302 | Val conf=0.169
[Epoch 0027] beta=0.000 gamma=0.000 | Train total=0.0045 | Val total=0.0103 | Val ctr_nll=15.2525 | Val ctr_mse=0.515167 | Val conf=0.137
[Epoch 0028] beta=0.000 gamma=0.000 | Train total=0.0044 | Val total=0.0080 | Val ctr_nll=14.0484 | Val ctr_mse=0.371709 | Val conf=0.147
[Epoch 0029] beta=0.000 gamma=0.000 | Train total=0.0044 | Val total=0.0067 | Val ctr_nll=12.1265 | Val ctr_mse=0.213617 | Val conf=0.121
[Epoch 0030] beta=0.000 gamma=0.000 | Train total=0.0051 | Val total=0.0124 | Val ctr_nll=37.3304 | Val ctr_mse=0.431722 | Val conf=0.157
[Epoch 0031] beta=0.000 gamma=0.000 | Train total=0.0064 | Val total=0.0317 | Val ctr_nll=27.0356 | Val ctr_mse=7.493083 | Val conf=0.238
[Epoch 0032] beta=0.000 gamma=0.000 | Train total=0.0081 | Val total=0.0361 | Val ctr_nll=26.1164 | Val ctr_mse=11.024047 | Val conf=0.236
[Epoch 0033] beta=0.000 gamma=0.000 | Train total=0.0082 | Val total=0.0361 | Val ctr_nll=23.7737 | Val ctr_mse=10.055414 | Val conf=0.238
[Epoch 0034] beta=0.000 gamma=0.000 | Train total=0.0081 | Val total=0.0259 | Val ctr_nll=19.9674 | Val ctr_mse=7.015069 | Val conf=0.230
[Epoch 0035] beta=0.000 gamma=0.000 | Train total=0.0071 | Val total=0.0216 | Val ctr_nll=17.6624 | Val ctr_mse=4.645574 | Val conf=0.228
[Epoch 0036] beta=0.000 gamma=0.000 | Train total=0.0065 | Val total=0.0173 | Val ctr_nll=14.5282 | Val ctr_mse=2.683908 | Val conf=0.209
